Time, Num Carriers, CC CE, CC RE, #H C , #El C, #Ex C, #Ex D
0.000000, 0, 0, 0, 0, 0, 1, 0 
0.000000, 2, 0, 0, 0, 0, 1, 1 
0.000487, 2, 0, 0, 0, 0, 2, 1 
0.417120, 2, 0, 0, 0, 0, 3, 1 
0.430569, 4, 0, 0, 0, 0, 3, 2 
0.530310, 4, 0, 0, 0, 0, 4, 2 
0.532580, 6, 0, 0, 0, 0, 4, 3 
0.770415, 8, 0, 0, 0, 0, 4, 4 
0.778126, 8, 0, 0, 0, 0, 5, 4 
0.778126, 10, 0, 0, 0, 0, 5, 5 
0.868312, 10, 0, 0, 0, 0, 6, 5 
1.069176, 10, 0, 0, 0, 0, 7, 5 
1.069176, 12, 0, 0, 0, 0, 7, 6 
1.077004, 12, 0, 0, 0, 0, 8, 6 
1.077004, 14, 0, 0, 0, 0, 8, 7 
1.104562, 14, 0, 0, 0, 0, 9, 7 
1.126307, 14, 0, 0, 0, 0, 10, 7 
1.134150, 14, 0, 0, 0, 0, 11, 7 
1.136475, 14, 0, 0, 0, 0, 12, 7 
1.171389, 16, 0, 0, 0, 0, 12, 8 
1.174855, 18, 0, 0, 0, 0, 12, 9 
1.175202, 20, 0, 0, 0, 0, 12, 10 
1.184336, 22, 0, 0, 0, 0, 12, 11 
1.581320, 24, 0, 0, 0, 0, 12, 12 
1.866742, 24, 0, 0, 0, 0, 13, 12 
1.866802, 26, 0, 0, 0, 0, 13, 13 
1.911089, 26, 0, 0, 0, 0, 14, 13 
1.911089, 28, 0, 0, 0, 0, 14, 14 
1.946537, 28, 0, 0, 0, 0, 15, 14 
1.946708, 30, 0, 0, 0, 0, 15, 15 
2.028421, 30, 0, 0, 0, 0, 16, 15 
2.028421, 32, 0, 0, 0, 0, 16, 16 
2.079804, 32, 0, 0, 0, 0, 17, 16 
2.079845, 34, 0, 0, 0, 0, 17, 17 
3.068377, 34, 0, 0, 0, 0, 18, 17 
3.068377, 36, 0, 0, 0, 0, 18, 18 
3.096392, 36, 0, 0, 0, 0, 19, 18 
3.105933, 36, 0, 0, 0, 0, 20, 18 
3.105933, 38, 0, 0, 0, 0, 20, 19 
3.536721, 40, 0, 0, 0, 0, 20, 20 
4.145341, 40, 0, 0, 0, 0, 21, 20 
4.145341, 42, 0, 0, 0, 0, 21, 21 
4.169200, 42, 0, 0, 0, 0, 22, 21 
4.204416, 42, 0, 0, 0, 0, 23, 21 
4.204416, 44, 0, 0, 0, 0, 23, 22 
4.491215, 44, 0, 0, 0, 0, 24, 22 
4.503682, 46, 0, 0, 0, 0, 24, 23 
4.750990, 48, 0, 0, 0, 0, 24, 24 
4.775167, 48, 0, 0, 0, 0, 25, 24 
4.775168, 50, 0, 0, 0, 0, 25, 25 
4.871542, 50, 0, 0, 0, 0, 26, 25 
4.871808, 52, 0, 0, 0, 0, 26, 26 
5.052399, 52, 0, 0, 0, 0, 27, 26 
5.052399, 54, 0, 0, 0, 0, 27, 27 
5.183132, 54, 0, 0, 0, 0, 28, 27 
5.183132, 56, 0, 0, 0, 0, 28, 28 
5.594662, 56, 0, 0, 0, 0, 29, 28 
5.594662, 58, 0, 0, 0, 0, 29, 29 
5.789983, 58, 0, 0, 0, 0, 30, 29 
5.789988, 60, 0, 0, 0, 0, 30, 30 
